image_indx,time [min],x center [um],y center [um],x span [um],y span [um],area [um^2],outline [um],ramification index,spanned area (convex hull) [um^2],spanned outline (convex hull) [um],spanned area center x (convex hull) [um],spanned area center y (convex hull) [um],polarity vector x (binary) [um],polarity vector y (binary) [um],polarity vector length (binary) [um],polarity index (binary),ID of largest skeleton (skl),# found skls,# branches (largest skl),# junctions (largest skl),# tips (largest skl),# triple points (largest skl),# quadruple points (largest skl),# junction voxels (largest skl),# slab voxels (largest skl),tree length (largest skl) [um],average branch length (largest skl) [um],maximum branch length (largest skl) [um],shortest path (largest skl) [um],# branches (all skls),# junctions (all skls),# tips (all skls),# triple points (all skls),# quadruple points (all skls),# junction voxels (all skls),# slab voxels (all skls),tree length (all skls) [um],average branch length (all skls) [um],maximum branch length (all skls) [um],shortest path (all skl) [um]
90,0.0,13.731961,8.255647,25.437,16.263,235.967373,91.74,1.68472,289.872963,81.732,13.53599,8.057205,-0.19597,-0.198442,0.278897,0.014517,1,1,3,1,3,1,0,1,40,19.658271,6.552757,12.438454,17.817543,3,1,3,1,0,1,40,19.658271,6.552757,12.438454,17.817543
91,0.0,11.603417,11.118861,22.101,22.518,180.322893,90.072,1.892167,235.271817,87.57,11.396613,11.289975,-0.206804,0.171114,0.268417,0.015509,1,1,3,1,3,1,0,1,49,26.34763,8.782543,17.560995,22.249176,3,1,3,1,0,1,49,26.34763,8.782543,17.560995,22.249176
92,0.0,46.605936,16.655356,65.469,42.534,709.119342,242.694,2.570955,1387.981998,214.338,39.022413,22.012344,-7.583524,5.356988,9.284781,0.220864,1,1,3,1,3,1,0,1,150,77.791891,25.93063,59.253804,74.009256,3,1,3,1,0,1,150,77.791891,25.93063,59.253804,74.009256
93,0.0,18.810609,36.785548,31.275,68.388,434.026944,211.836,2.868379,956.041722,197.658,16.659142,36.879319,-2.151467,0.093771,2.153509,0.061724,1,1,1,0,2,0,0,0,167,75.755993,75.755993,75.755993,75.755993,1,0,2,0,0,0,167,75.755993,75.755993,75.755993,75.755993
94,0.0,17.583435,15.110957,31.692,30.024,373.339683,182.646,2.666571,605.13372,121.764,16.458199,15.916698,-1.125236,0.805741,1.383971,0.049859,1,1,7,3,5,3,0,3,136,70.54244,10.077491,16.625814,45.576626,7,3,5,3,0,3,136,70.54244,10.077491,16.625814,45.576626
95,0.0,27.635556,28.867845,45.036,45.87,732.420468,203.496,2.121147,1036.726218,180.144,24.577611,24.634195,-3.057946,-4.23365,5.22253,0.143745,1,1,5,2,4,2,0,6,113,63.238802,12.64776,35.91408,49.519713,5,2,4,2,0,6,113,63.238802,12.64776,35.91408,49.519713
96,0.0,27.582737,10.024091,59.631,20.433,319.95576,174.306,2.748922,594.874269,157.626,26.855909,10.890941,-0.726828,0.86685,1.131241,0.041104,1,1,3,1,3,1,0,1,149,69.947628,23.315876,35.676998,60.053085,3,1,3,1,0,1,149,69.947628,23.315876,35.676998,60.053085
97,0.0,15.849643,15.953786,25.437,31.275,169.193997,116.76,2.532192,245.879046,110.922,15.296291,15.724498,-0.553351,-0.229288,0.598975,0.033853,1,1,1,0,2,0,0,0,77,39.089628,39.089628,39.089628,39.089628,1,0,2,0,0,0,77,39.089628,39.089628,39.089628,39.089628
98,0.0,12.418409,17.528521,23.352,40.449,389.51136,203.496,2.908646,733.81158,125.934,12.117803,19.596826,-0.300606,2.068306,2.090036,0.068376,1,1,9,4,6,4,0,8,148,81.502981,9.055887,16.453087,46.941082,9,4,6,4,0,8,148,81.502981,9.055887,16.453087,46.941082
99,0.0,11.617107,28.015122,38.364,70.89,412.464708,233.52,3.243589,926.654481,216.84,15.021351,32.669552,3.404244,4.65443,5.766506,0.16788,1,1,1,0,2,0,0,0,146,74.426256,74.426256,74.426256,74.426256,1,0,2,0,0,0,146,74.426256,74.426256,74.426256,74.426256
100,0.0,16.007326,16.142797,40.449,30.858,767.024379,146.784,1.495096,843.187761,140.946,17.367074,16.046244,1.359748,-0.096553,1.363171,0.041604,1,1,1,0,2,0,0,0,57,27.295087,27.295087,27.295087,27.295087,1,0,2,0,0,0,57,27.295087,27.295087,27.295087,27.295087
101,0.0,36.377025,11.991981,68.805,23.352,460.110294,217.674,2.862666,792.586062,182.646,35.625688,10.804765,-0.751337,-1.187216,1.404987,0.044228,1,1,1,0,2,0,0,0,157,74.176899,74.176899,74.176899,74.176899,1,0,2,0,0,0,157,74.176899,74.176899,74.176899,74.176899
102,0.0,18.18909,20.536368,35.445,40.032,328.997988,219.342,3.411303,889.963902,149.286,18.475023,21.935927,0.285932,1.399559,1.428469,0.042436,1,1,9,4,6,4,0,8,152,81.687983,9.076443,15.100906,47.762807,9,4,6,4,0,8,152,81.687983,9.076443,15.100906,47.762807
103,0.0,13.709145,33.455951,29.19,51.708,738.332694,199.326,2.069345,966.301173,160.128,12.576223,30.241055,-1.132922,-3.214897,3.408676,0.097179,1,1,3,1,3,1,0,3,121,63.596532,21.198844,42.943809,61.755804,3,1,3,1,0,3,121,63.596532,21.198844,42.943809,61.755804
104,0.0,20.676407,22.276683,34.611,39.615,346.908555,160.128,2.425241,564.443694,146.784,18.885372,19.585896,-1.791034,-2.690787,3.232358,0.120574,1,1,5,2,4,2,0,6,85,47.071899,9.41438,29.713266,43.46199,5,2,4,2,0,6,85,47.071899,9.41438,29.713266,43.46199
105,0.0,12.276595,16.516903,24.603,37.113,328.997988,138.444,2.153142,518.363109,120.93,13.281121,17.019713,1.004527,0.50281,1.12334,0.043726,1,1,3,1,3,1,0,3,87,46.136717,15.378906,26.76463,41.549717,3,1,3,1,0,3,87,46.136717,15.378906,26.76463,41.549717
106,0.0,12.424936,10.532717,22.935,19.182,156.847878,84.234,1.897331,176.149557,82.566,12.686803,10.089301,0.261867,-0.443417,0.514969,0.034386,1,1,1,0,2,0,0,0,44,23.255903,23.255903,23.255903,23.255903,1,0,2,0,0,0,44,23.255903,23.255903,23.255903,23.255903
107,0.0,36.656074,9.747005,57.963,22.101,294.220188,187.65,3.086082,697.990446,158.46,30.78341,9.477037,-5.872665,-0.269969,5.878867,0.197203,1,1,3,1,3,1,0,1,152,72.23499,24.07833,50.634812,63.519901,3,1,3,1,0,1,152,72.23499,24.07833,50.634812,63.519901
108,0.0,11.026175,18.261125,22.935,35.445,187.80012,117.594,2.420652,230.402925,115.092,10.901324,17.448382,-0.124851,-0.812743,0.822277,0.048009,1,1,1,0,2,0,0,0,72,38.04099,38.04099,38.04099,38.04099,1,0,2,0,0,0,72,38.04099,38.04099,38.04099,38.04099
109,0.0,10.941082,12.873551,20.016,29.19,287.612406,125.934,2.09476,403.770258,96.744,10.454273,12.719937,-0.486809,-0.153615,0.510471,0.022514,1,1,3,1,3,1,0,3,79,39.518903,13.172968,15.315543,27.741722,3,1,3,1,0,3,79,39.518903,13.172968,15.315543,27.741722
110,0.0,10.98795,14.591982,25.02,29.607,264.31128,120.096,2.083847,407.248038,107.586,10.560854,14.248687,-0.427096,-0.343295,0.547962,0.024064,1,1,3,1,3,1,0,1,63,33.221993,11.073998,15.86336,24.608085,3,1,3,1,0,1,63,33.221993,11.073998,15.86336,24.608085
111,0.0,10.562202,18.214818,20.016,36.696,342.735219,147.618,2.24934,531.057006,111.756,10.638689,17.708436,0.076487,-0.506382,0.512126,0.019695,1,1,7,3,5,3,0,5,99,52.21899,7.459856,15.934906,38.81572,7,3,5,3,0,5,99,52.21899,7.459856,15.934906,38.81572
112,0.0,15.342798,8.441556,37.113,15.429,269.180172,113.424,1.950197,331.780212,103.416,15.984563,8.575382,0.641764,0.133826,0.655569,0.031896,1,1,1,0,2,0,0,0,72,34.068268,34.068268,34.068268,34.068268,1,0,2,0,0,0,72,34.068268,34.068268,34.068268,34.068268
113,0.0,18.113903,21.42522,33.36,35.028,555.227577,180.144,2.156648,839.014425,134.274,17.058238,17.420186,-1.055664,-4.005034,4.141826,0.126722,1,1,5,2,4,2,0,4,133,70.989075,14.197815,20.968541,41.692809,5,2,4,2,0,4,133,70.989075,14.197815,20.968541,41.692809
114,0.0,8.271466,10.693485,15.846,20.85,250.226271,78.396,1.398049,253.704051,70.89,8.380728,10.692092,0.109262,-0.001394,0.109271,0.00608,1,1,1,0,2,0,0,0,3,1.668,1.668,1.668,1.668,1,0,2,0,0,0,3,1.668,1.668,1.668,1.668
115,0.0,7.118932,11.212306,17.931,24.603,211.970691,89.238,1.729048,271.962396,83.4,7.187118,10.752148,0.068185,-0.460158,0.465182,0.024998,1,1,3,1,3,1,0,1,66,34.472993,11.490998,12.986271,24.060268,3,1,3,1,0,1,66,34.472993,11.490998,12.986271,24.060268
116,0.0,21.057047,17.976216,60.048,43.368,998.296749,278.556,2.487011,1740.455001,205.164,24.722592,20.84348,3.665545,2.867264,4.653754,0.098859,1,1,5,2,4,2,0,2,197,101.262433,20.252487,39.435082,84.880891,5,2,4,2,0,2,197,101.262433,20.252487,39.435082,84.880891
117,0.0,9.666764,12.400828,15.429,27.105,243.096822,90.906,1.644743,278.048511,82.566,9.131622,13.643776,-0.535142,1.242947,1.353254,0.071922,1,1,3,1,3,1,0,1,52,26.044087,8.681362,12.468089,20.104906,3,1,3,1,0,1,52,26.044087,8.681362,12.468089,20.104906
118,0.0,15.43264,14.396713,31.275,30.024,717.118236,122.598,1.291466,711.20601,120.93,15.315625,14.383747,-0.117015,-0.012965,0.117731,0.003912,1,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
119,0.0,10.716028,13.420945,20.85,24.603,266.224059,92.574,1.600518,295.6113,89.238,10.830226,12.89364,0.114197,-0.527305,0.539529,0.02781,1,1,3,1,3,1,0,3,35,19.098179,6.36606,12.813543,18.091452,3,1,3,1,0,3,35,19.098179,6.36606,12.813543,18.091452
120,0.0,14.744481,16.688804,30.024,33.777,749.46159,128.436,1.323449,742.679919,125.934,14.638887,16.671457,-0.105594,-0.017347,0.10701,0.00348,1,1,1,0,2,0,0,0,8,4.962089,4.962089,4.962089,4.962089,1,0,2,0,0,0,8,4.962089,4.962089,4.962089,4.962089
121,0.0,10.135734,11.866128,27.105,24.603,209.188467,103.416,2.017037,243.270711,101.748,11.072855,11.198343,0.937121,-0.667786,1.15071,0.065383,1,1,1,0,2,0,0,0,50,27.13972,27.13972,27.13972,27.13972,1,0,2,0,0,0,50,27.13972,27.13972,27.13972,27.13972
122,0.0,16.093854,15.813785,30.441,30.858,584.093151,123.432,1.440727,602.699274,120.93,15.72244,15.613678,-0.371414,-0.200106,0.421889,0.01523,1,1,1,0,2,0,0,0,29,16.137268,16.137268,16.137268,16.137268,1,0,2,0,0,0,29,16.137268,16.137268,16.137268,16.137268
123,0.0,14.310513,8.36363,24.603,15.429,156.5001,80.898,1.824213,193.190679,77.562,13.269871,8.341314,-1.040642,-0.022316,1.040882,0.066367,1,1,1,0,2,0,0,0,39,19.61636,19.61636,19.61636,19.61636,1,0,2,0,0,0,39,19.61636,19.61636,19.61636,19.61636
124,0.0,7.260594,11.084646,15.429,28.356,210.231801,99.246,1.930896,291.785742,85.902,8.18816,12.694395,0.927566,1.609748,1.857866,0.096389,1,1,1,0,2,0,0,0,49,23.78636,23.78636,23.78636,23.78636,1,0,2,0,0,0,49,23.78636,23.78636,23.78636,23.78636
125,0.0,14.136059,11.897278,27.105,24.186,482.368086,102.582,1.31758,477.846972,100.914,14.062066,11.846563,-0.073994,-0.050714,0.089705,0.003637,1,1,1,0,2,0,0,0,0,0.589727,0.589727,0.589727,0.589727,1,0,2,0,0,0,0,0.589727,0.589727,0.589727,0.589727
126,0.0,17.278585,7.127398,29.19,13.761,202.059018,88.404,1.754397,217.882917,84.234,16.468505,6.688474,-0.81008,-0.438925,0.92135,0.055317,1,1,1,0,2,0,0,0,47,22.779633,22.779633,22.779633,22.779633,1,0,2,0,0,0,47,22.779633,22.779633,22.779633,22.779633
127,0.0,20.545484,27.240566,39.615,54.627,1140.364062,193.488,1.61632,1252.522467,186.816,19.982799,26.67043,-0.562686,-0.570137,0.801044,0.020059,1,1,1,0,2,0,0,0,75,38.601082,38.601082,38.601082,38.601082,1,0,2,0,0,0,75,38.601082,38.601082,38.601082,38.601082
128,0.0,7.076985,11.316532,14.595,25.854,256.486275,83.4,1.469025,276.135732,79.23,7.308529,11.807297,0.231544,0.490765,0.542645,0.02894,1,1,1,0,2,0,0,0,34,16.322271,16.322271,16.322271,16.322271,1,0,2,0,0,0,34,16.322271,16.322271,16.322271,16.322271
129,0.0,12.249406,15.384436,24.603,25.02,293.698521,101.748,1.674827,354.038004,97.578,11.444151,14.244974,-0.805255,-1.139462,1.395281,0.065718,1,1,1,0,2,0,0,0,37,20.336903,20.336903,20.336903,20.336903,1,0,2,0,0,0,37,20.336903,20.336903,20.336903,20.336903
130,0.0,18.087836,10.4302,36.279,23.352,216.144027,120.096,2.304369,275.092398,117.594,18.403881,10.855707,0.316045,0.425507,0.530038,0.028321,1,1,1,0,2,0,0,0,75,38.946536,38.946536,38.946536,38.946536,1,0,2,0,0,0,75,38.946536,38.946536,38.946536,38.946536
131,0.0,11.282992,10.360653,22.101,20.85,361.167453,85.902,1.275099,356.298561,84.234,11.13272,10.343493,-0.150272,-0.01716,0.151249,0.007101,1,1,1,0,2,0,0,0,3,2.186181,2.186181,2.186181,2.186181,1,0,2,0,0,0,3,2.186181,2.186181,2.186181,2.186181
132,0.0,12.259681,16.107039,32.526,30.024,547.924239,133.44,1.608129,663.908202,123.432,14.00871,15.454011,1.749029,-0.653027,1.866962,0.064214,1,1,3,1,3,1,0,3,72,37.636266,12.545422,17.644816,32.012903,3,1,3,1,0,3,72,37.636266,12.545422,17.644816,32.012903
133,0.0,16.077089,7.588106,30.858,15.429,285.699627,93.408,1.558922,298.915191,90.906,15.855097,7.433589,-0.221992,-0.154517,0.270473,0.013864,1,1,1,0,2,0,0,0,42,20.521906,20.521906,20.521906,20.521906,1,0,2,0,0,0,42,20.521906,20.521906,20.521906,20.521906
134,0.0,20.226752,8.258273,42.951,14.178,225.360144,125.1,2.35079,356.820228,112.59,21.687251,7.791722,1.460499,-0.466551,1.533208,0.071932,1,1,1,0,2,0,0,0,88,40.567541,40.567541,40.567541,40.567541,1,0,2,0,0,0,88,40.567541,40.567541,40.567541,40.567541
135,0.0,9.956712,25.825711,19.182,49.623,671.559318,145.95,1.588755,732.594357,135.108,9.738628,25.572849,-0.218084,-0.252861,0.333915,0.010933,1,1,1,0,2,0,0,0,70,30.988816,30.988816,30.988816,30.988816,1,0,2,0,0,0,70,30.988816,30.988816,30.988816,30.988816
136,0.0,7.363168,24.179588,18.765,37.113,327.954654,117.594,1.83178,407.421927,109.254,7.821108,22.72294,0.457941,-1.456648,1.526935,0.067041,1,1,1,0,2,0,0,0,63,29.278906,29.278906,29.278906,29.278906,1,0,2,0,0,0,63,29.278906,29.278906,29.278906,29.278906
137,0.0,9.802771,12.676844,18.765,25.854,332.475768,96.744,1.496715,368.470791,87.57,9.498016,13.607601,-0.304755,0.930758,0.97938,0.045216,1,1,1,0,2,0,0,0,27,14.785087,14.785087,14.785087,14.785087,1,0,2,0,0,0,27,14.785087,14.785087,14.785087,14.785087
138,0.0,5.866997,14.566003,12.51,26.271,131.286195,86.736,2.135428,170.41122,75.06,5.455892,14.593298,-0.411105,0.027295,0.41201,0.027971,1,1,1,0,2,0,0,0,52,25.382814,25.382814,25.382814,25.382814,1,0,2,0,0,0,52,25.382814,25.382814,25.382814,25.382814
139,0.0,12.105415,11.02451,26.271,21.267,312.478533,95.91,1.530555,325.346319,93.408,12.077733,10.99389,-0.027682,-0.03062,0.041278,0.002028,1,1,1,0,2,0,0,0,27,14.957814,14.957814,14.957814,14.957814,1,0,2,0,0,0,27,14.957814,14.957814,14.957814,14.957814
140,0.0,37.941676,36.861093,58.797,70.89,1423.281465,295.236,2.207593,2325.417597,257.706,33.383527,35.26472,-4.558149,-1.596373,4.82961,0.088758,1,1,3,1,3,1,0,1,202,101.375889,33.791963,59.182259,93.637891,3,1,3,1,0,1,202,101.375889,33.791963,59.182259,93.637891
141,0.0,16.809309,13.303574,26.271,24.186,261.876834,119.262,2.078972,360.298008,99.246,14.892656,13.293485,-1.916653,-0.010089,1.916679,0.089488,1,1,5,2,4,2,0,6,95,50.032809,10.006562,13.302089,30.976541,5,2,4,2,0,6,95,50.032809,10.006562,13.302089,30.976541
142,0.0,10.794267,18.256843,27.939,31.275,218.752362,135.942,2.59282,455.763069,116.76,11.261625,19.36568,0.467358,1.108837,1.203305,0.049952,1,1,3,1,3,1,0,3,107,53.613082,17.871027,20.837725,38.684903,3,1,3,1,0,3,107,53.613082,17.871027,20.837725,38.684903
143,0.0,9.935783,13.488433,18.348,25.02,320.303538,89.238,1.406579,324.998541,85.068,9.93136,13.548707,-0.004423,0.060274,0.060436,0.002971,1,1,1,0,2,0,0,0,2,1.251,1.251,1.251,1.251,1,0,2,0,0,0,2,1.251,1.251,1.251,1.251
144,0.0,18.577132,9.048946,33.777,20.433,316.304091,115.092,1.825525,355.776894,106.752,17.80749,8.536067,-0.769642,-0.512878,0.924875,0.043455,1,1,1,0,2,0,0,0,68,35.336628,35.336628,35.336628,35.336628,1,0,2,0,0,0,68,35.336628,35.336628,35.336628,35.336628
145,0.0,9.571108,12.72292,15.429,22.101,147.631761,80.064,1.858842,200.146239,72.558,9.061508,11.988478,-0.5096,-0.734442,0.893923,0.055998,1,1,3,1,3,1,0,1,43,21.081998,7.027333,12.295362,18.651543,3,1,3,1,0,1,43,21.081998,7.027333,12.295362,18.651543
146,0.0,4.42958,16.082826,10.008,30.024,156.152322,80.898,1.826243,166.237884,78.396,4.494963,15.986454,0.065383,-0.096372,0.116459,0.008005,1,1,1,0,2,0,0,0,55,25.251998,25.251998,25.251998,25.251998,1,0,2,0,0,0,55,25.251998,25.251998,25.251998,25.251998
147,0.0,15.312665,10.37022,29.19,20.433,433.505277,100.08,1.355955,442.025838,97.578,15.125026,10.1435,-0.187639,-0.226719,0.294295,0.012405,1,1,1,0,2,0,0,0,18,9.477543,9.477543,9.477543,9.477543,1,0,2,0,0,0,18,9.477543,9.477543,9.477543,9.477543
148,0.0,26.087188,31.194696,50.874,57.129,1051.506783,249.366,2.169333,1608.125472,213.504,26.155387,29.246364,0.068199,-1.948333,1.949526,0.043084,1,1,7,3,5,3,0,5,196,100.369162,14.338452,36.802266,73.747623,7,3,5,3,0,5,196,100.369162,14.338452,36.802266,73.747623
149,0.0,11.92142,10.404403,25.02,22.518,373.165794,95.91,1.40058,375.60024,93.408,11.82446,10.516894,-0.09696,0.112492,0.148512,0.006791,1,1,1,0,2,0,0,0,19,10.758179,10.758179,10.758179,10.758179,1,0,2,0,0,0,19,10.758179,10.758179,10.758179,10.758179
150,0.0,16.611945,30.166289,42.534,55.461,786.326058,223.512,2.248509,1342.249191,194.322,20.198623,27.253157,3.586678,-2.913132,4.620671,0.111772,1,1,1,0,2,0,0,0,154,72.580445,72.580445,72.580445,72.580445,1,0,2,0,0,0,154,72.580445,72.580445,72.580445,72.580445
151,0.0,13.867304,16.570381,27.105,30.441,503.060877,125.934,1.5839,542.881458,113.424,14.467709,16.210908,0.600405,-0.359472,0.699791,0.026617,1,1,1,0,2,0,0,0,39,21.170903,21.170903,21.170903,21.170903,1,0,2,0,0,0,39,21.170903,21.170903,21.170903,21.170903
152,0.0,11.998935,36.259984,28.356,54.627,642.519855,178.476,1.98624,854.316657,164.298,11.482184,32.444476,-0.516751,-3.815508,3.850342,0.116744,1,1,1,0,2,0,0,0,98,46.810266,46.810266,46.810266,46.810266,1,0,2,0,0,0,98,46.810266,46.810266,46.810266,46.810266
153,0.0,15.358653,39.599576,32.943,61.716,599.395383,221.01,2.546539,979.168959,187.65,17.593868,35.042033,2.235214,-4.557542,5.076158,0.143764,1,1,5,2,4,2,0,4,143,72.770532,14.554106,41.490447,57.913899,5,2,4,2,0,4,143,72.770532,14.554106,41.490447,57.913899
154,0.0,23.578235,11.784003,47.955,23.769,772.762716,165.132,1.675727,872.748891,141.78,24.527186,11.426539,0.948951,-0.357464,1.014045,0.03042,1,1,3,1,3,1,0,1,105,53.672353,17.890784,28.963087,46.351355,3,1,3,1,0,1,105,53.672353,17.890784,28.963087,46.351355
155,0.0,15.472532,22.658201,30.441,42.117,815.365521,166.8,1.64784,949.086162,143.448,15.748053,21.72327,0.275521,-0.93493,0.974683,0.028039,1,1,3,1,3,1,0,1,64,33.120812,11.040271,21.457087,28.921176,3,1,3,1,0,1,64,33.120812,11.040271,21.457087,28.921176
156,0.0,19.800115,24.210047,37.53,37.947,402.553035,154.29,2.169308,569.312586,149.286,18.720676,22.113482,-1.079438,-2.096565,2.358129,0.087586,1,1,1,0,2,0,0,0,93,47.834353,47.834353,47.834353,47.834353,1,0,2,0,0,0,93,47.834353,47.834353,47.834353,47.834353
157,0.0,12.794356,12.643482,31.692,27.522,346.03911,154.29,2.339754,592.265934,116.76,13.805075,13.6895,1.010719,1.046018,1.454547,0.052968,1,1,4,1,4,0,1,6,106,58.874839,14.71871,18.951211,35.720117,4,1,4,0,1,6,106,58.874839,14.71871,18.951211,35.720117
158,0.0,13.535742,13.756038,27.939,29.19,445.677507,145.95,1.950243,534.187008,112.59,13.895928,13.609512,0.360186,-0.146526,0.388849,0.01491,1,1,8,4,4,4,0,6,113,61.36844,7.671055,18.466541,34.329901,8,4,4,4,0,6,113,61.36844,7.671055,18.466541,34.329901
159,0.0,12.770879,8.383649,24.186,20.016,178.584003,99.246,2.095013,294.046299,86.736,13.303928,9.485332,0.533049,1.101683,1.223865,0.063251,1,1,3,1,3,1,0,1,62,33.668628,11.222876,14.641995,26.031812,3,1,3,1,0,1,62,33.668628,11.222876,14.641995,26.031812
160,0.0,16.770449,17.224575,35.445,42.951,673.819875,161.796,1.758292,774.501606,155.124,17.807978,18.764438,1.03753,1.539863,1.856784,0.059128,1,1,1,0,2,0,0,0,81,42.139445,42.139445,42.139445,42.139445,1,0,2,0,0,0,81,42.139445,42.139445,42.139445,42.139445
161,0.0,17.1279,18.8478,40.032,52.125,725.11713,208.5,2.184223,1174.967973,182.646,16.91695,22.633806,-0.21095,3.786006,3.791878,0.098036,1,1,1,0,2,0,0,0,130,62.745172,62.745172,62.745172,62.745172,1,0,2,0,0,0,130,62.745172,62.745172,62.745172,62.745172
162,0.0,11.478169,23.521645,21.267,85.068,550.532574,255.204,3.068252,1117.410714,211.002,11.910522,33.937739,0.432353,10.416094,10.425063,0.276387,1,1,3,1,3,1,0,3,200,92.912263,30.970754,59.016722,82.18372,3,1,3,1,0,3,200,92.912263,30.970754,59.016722,82.18372
163,0.0,6.41262,35.181884,16.68,67.137,407.595816,186.816,2.610323,719.726571,165.966,8.137243,34.812951,1.724622,-0.368933,1.763642,0.05826,1,1,3,1,3,1,0,1,151,71.472536,23.824179,59.564539,68.797809,3,1,3,1,0,1,151,71.472536,23.824179,59.564539,68.797809
164,0.0,10.842597,19.625862,29.19,40.032,425.158605,174.306,2.38469,723.37824,136.776,11.827463,19.965479,0.984866,0.339617,1.041778,0.034327,1,1,5,2,4,2,0,6,123,59.636085,11.927217,18.824271,38.726814,5,2,4,2,0,6,123,59.636085,11.927217,18.824271,38.726814
165,0.0,18.808486,12.487052,45.87,25.854,406.030815,200.16,2.80216,723.030462,141.78,20.039267,12.418838,1.230781,-0.068214,1.23267,0.040627,1,1,9,4,6,4,0,6,148,74.897442,8.321938,13.230543,51.528082,9,4,6,4,0,6,148,74.897442,8.321938,13.230543,51.528082
166,0.0,17.7225,12.883354,49.623,22.518,514.189773,156.792,1.950551,715.379346,142.614,20.539531,11.29397,2.817031,-1.589384,3.234471,0.107172,1,1,1,0,2,0,0,0,93,43.516176,43.516176,43.516176,43.516176,1,0,2,0,0,0,93,43.516176,43.516176,43.516176,43.516176
167,0.0,19.233755,17.732448,42.534,36.279,539.403678,174.306,2.117144,742.679919,155.124,21.000309,17.184725,1.766554,-0.547723,1.849517,0.060145,1,1,5,2,4,2,0,4,118,61.452261,12.290452,20.652722,43.360809,5,2,4,2,0,4,118,61.452261,12.290452,20.652722,43.360809
168,0.0,22.105534,18.752418,38.364,38.364,711.727677,170.97,1.807832,905.440023,151.788,21.214585,17.792414,-0.890949,-0.960004,1.309732,0.038574,1,1,3,1,3,1,0,3,100,52.248626,17.416209,21.945633,39.64972,3,1,3,1,0,3,100,52.248626,17.416209,21.945633,39.64972
169,0.0,18.542039,13.655377,40.032,22.935,396.119142,145.95,2.068646,536.795343,124.266,19.904354,12.085773,1.362316,-1.569604,2.078355,0.079499,1,1,3,1,3,1,0,1,78,39.995174,13.331725,31.107358,36.557993,3,1,3,1,0,1,78,39.995174,13.331725,31.107358,36.557993
170,0.0,14.147775,25.580743,27.939,41.7,471.413079,150.954,1.961277,632.95596,137.61,15.407463,22.793747,1.259688,-2.786996,3.058457,0.107736,1,1,3,1,3,1,0,3,63,33.883266,11.294422,19.747176,31.869812,3,1,3,1,0,3,63,33.883266,11.294422,19.747176,31.869812
171,0.0,31.170792,18.727813,54.21,47.955,857.968326,331.098,3.188717,1730.369439,202.662,31.027779,21.486437,-0.143013,2.758624,2.762329,0.058851,1,1,13,6,8,6,0,10,259,130.380887,10.029299,21.183179,72.61008,13,6,8,6,0,10,259,130.380887,10.029299,21.183179,72.61008
